ID Záznamu;Timestamp;Den;Čas příjezdu;Linka;Oběh;Vozidlo;Zpoždění (min);Zastávka;Směr;Zeměpisná šířka (Lat);Zeměpisná délka (Lon)
20260629_105614_L389;20260629_105614;29.06.2026;10:44:00;389;17;7756;12;U32416Z1;Chomutov,žel.st.;50.35285;13.72733
20260629_105614_L474;20260629_105614;29.06.2026;10:43:00;474;21;8039;10;U3349Z2;Dobřeň,Střezivojice;50.37507;14.51945
20260629_105614_L503;20260629_105614;29.06.2026;10:43:00;503;14;9522;12;U9712Z4;Příbram,Svatá Hora;49.68958;14.01327
20260629_105614_L399;20260629_105614;29.06.2026;10:44:00;399;13;1264;12;U85Z1;Praha,Nádraží Veleslavín;50.09264;14.3241
20260629_105614_L389;20260629_105614;29.06.2026;10:44:00;389;32;7757;10;U85Z1;Praha,Nádraží Veleslavín;50.09472;14.34128
20260629_105614_L210;20260629_105614;29.06.2026;10:44:00;210;1;1700;11;U4105Z2P;Blatov sever;50.08336;14.64791
20260629_105614_L484;20260629_105614;29.06.2026;10:04:00;484;31;8034;50;U2315Z1;Úvaly,žel.st.;50.07416;14.72301
20260629_105614_L339;20260629_105614;29.06.2026;10:45:00;339;23;9950;10;U1534Z1;Kamenice,kult.dům;49.93179;14.56222
20260629_105614_L387;20260629_105614;29.06.2026;10:42:00;387;2;9372;14;U1885Z2;Praha,Háje;50.00467;14.65755
20260629_105614_L243;20260629_105614;29.06.2026;10:41:00;243;1;1109;14;U6020Z1P;Radotínská lávka;49.97531;14.37038
20260629_105614_L416;20260629_105614;29.06.2026;10:43:00;416;9;7227;10;U32330Z1;Sušice,nábřeží;49.41029;13.99645
20260629_105614_L410;20260629_105614;29.06.2026;10:43:00;410;4;11698;12;U1794Z2;Praha,Střížkov;50.3513;14.48535
20260629_105614_L467;20260629_105614;29.06.2026;10:46:00;467;5;8116;10;U4441Z1;Roudnice n.L.,ČSAD;50.37188;14.39844
20260629_105614_L443;20260629_105614;29.06.2026;10:45:00;443;22;8594;11;U1451Z1;Nymburk,hl.nádr.;50.16379;14.87618
20260629_105614_L706;20260629_105614;29.06.2026;10:43:00;706;64;1687;10;U2816Z6;Žiželice,nám.;50.03001;15.20775
20260629_105614_L399;20260629_105614;29.06.2026;10:41:00;399;1;1295;14;U4313Z7;Praha,Nádraží Veleslavín;50.1453;14.09538
20260629_105614_L322;20260629_105614;29.06.2026;10:45:00;322;12;8896;11;U3094Z2;Praha,Nádraží Veleslavín;50.14184;14.09805
20260629_105614_L324;20260629_105614;29.06.2026;10:41:00;324;20;8999;13;U4315Z2;Praha,Zličín;50.1447;14.14912
