ID Záznamu;Timestamp;Den;Čas příjezdu;Linka;Oběh;Vozidlo;Zpoždění (min);Zastávka;Směr;Zeměpisná šířka (Lat);Zeměpisná délka (Lon)
20260514_172335_L108;20260514_172335;14.05.2026;17:11:00;108;4;2078;12;U700Z4P;Dejvická;50.08279;14.31052
20260514_172335_L110;20260514_172335;14.05.2026;17:11:00;110;8;8136;11;U125Z1P;Obchodní centrum Čakovice;50.1423;14.50532
20260514_172335_L110;20260514_172335;14.05.2026;17:10:00;110;1;1490;13;U657Z1P;Dolní Počernice;50.1039;14.55084
20260514_172335_L110;20260514_172335;14.05.2026;17:04:00;110;5;8094;19;U193Z1P;Dolní Počernice;50.08751;14.55824
20260514_172335_L113;20260514_172335;14.05.2026;17:08:00;113;6;3725;15;U893Z4P;Kačerov;50.02759;14.4514
20260514_172335_L117;20260514_172335;14.05.2026;17:13:00;117;6;1954;10;U76Z3P;Nové Komořany;50.00814;14.40342
20260514_172335_L120;20260514_172335;14.05.2026;17:08:00;120;3;3662;15;U1191Z2P;Na Knížecí;50.03625;14.38242
20260514_172335_L124;20260514_172335;14.05.2026;17:13:00;124;10;5060;10;U29Z3P;Želivského;50.07203;14.4702
20260514_172335_L130;20260514_172335;14.05.2026;17:12:00;130;8;4542;11;U634Z2P;Zličín;50.03247;14.3125
20260514_172335_L133;20260514_172335;14.05.2026;17:12:00;133;2;3972;11;U1064Z1P;Sídliště Malešice;50.08743;14.47949
20260514_172335_L133;20260514_172335;14.05.2026;17:12:00;133;4;3963;11;U69Z1P;Sídliště Malešice;50.0894;14.46308
20260514_172335_L136;20260514_172335;14.05.2026;17:06:00;136;16;5025;15;U680Z3P;Jižní Město;50.06206;14.46947
20260514_172335_L136;20260514_172335;14.05.2026;17:08:00;136;18;6762;16;U118Z4P;Jižní Město;50.07823;14.46088
20260514_172335_L136;20260514_172335;14.05.2026;17:09:00;136;19;5080;12;U1074Z4P;Jižní Město;50.09238;14.47038
20260514_172335_L136;20260514_172335;14.05.2026;17:02:00;136;51;6873;21;U916Z1P;Jižní Město;50.02525;14.51588
20260514_172335_L136;20260514_172335;14.05.2026;17:03:00;136;15;5518;20;U37Z1P;Jižní Město;50.06044;14.46961
20260514_172335_L136;20260514_172335;14.05.2026;17:05:00;136;22;6774;18;U106Z2P;Jižní Město;50.02794;14.50761
20260514_172335_L136;20260514_172335;14.05.2026;17:09:00;136;27;5064;15;U743Z2P;Jižní Město;50.08653;14.45549
20260514_172335_L136;20260514_172335;14.05.2026;17:12:00;136;17;6874;11;U680Z3P;Jižní Město;50.06839;14.46927
20260514_172335_L141;20260514_172335;14.05.2026;17:14:00;141;4;4072;10;U1061Z2P;Bazén Hloubětín;50.10218;14.57077
20260514_172335_L143;20260514_172335;14.05.2026;17:06:00;143;5;5052;17;U867Z1P;Dejvická;50.09397;14.39012
20260514_172335_L143;20260514_172335;14.05.2026;17:11:00;143;3;5010;11;U140Z5P;Dejvická;50.0918;14.38645
20260514_172335_L149;20260514_172335;14.05.2026;16:58:00;149;1;4003;26;U867Z2P;Stodůlky-Bavorská;50.09399;14.38996
20260514_172335_L149;20260514_172335;14.05.2026;17:01:00;149;4;3997;22;U602Z4P;Stodůlky-Bavorská;50.0515;14.35132
20260514_172335_L149;20260514_172335;14.05.2026;16:49:00;149;5;4014;33;U1130Z1P;Stodůlky-Bavorská;50.05345;14.33207
20260514_172335_L149;20260514_172335;14.05.2026;17:09:00;149;2;3809;14;U981Z1P;Dejvická;50.08088;14.39012
20260514_172335_L149;20260514_172335;14.05.2026;16:57:00;149;8;3804;25;U563Z1P;Dejvická;50.08642;14.37877
20260514_172335_L155;20260514_172335;14.05.2026;17:07:00;155;1;9185;16;U660Z4P;Poliklinika Malešice;50.08326;14.50895
20260514_172335_L161;20260514_172335;14.05.2026;17:13:00;161;9;4529;10;U199Z1P;Přední Kopanina;50.10795;14.35371
20260514_172335_L163;20260514_172335;14.05.2026;17:11:00;163;55;9484;11;U1071Z3P;Sídliště Rohožník;50.07759;14.51927
