ID Záznamu;Timestamp;Den;Čas příjezdu;Linka;Oběh;Vozidlo;Zpoždění (min);Zastávka;Směr;Zeměpisná šířka (Lat);Zeměpisná délka (Lon)
20260603_205840_L550;20260603_205840;03.06.2026;20:18:00;550;78;7894;38;U6757Z1;Vlašim,žel.st.;49.70083;14.89716
20260603_205840_L384;20260603_205840;03.06.2026;20:48:00;384;17;9866;10;U4972Z2;Hořovice,nám.B.Němcové;49.94598;14.03401
20260603_205840_L388;20260603_205840;03.06.2026;20:19:00;388;15;7755;36;U85Z1;Praha,Nádraží Veleslavín;50.09531;14.3457
20260603_205840_L444;20260603_205840;03.06.2026;20:48:00;444;7;9172;10;U1564Z1;Kamenice,Těptín;49.90395;14.58681
20260603_205840_L339;20260603_205840;03.06.2026;20:47:00;339;14;9364;11;U1564Z1;Týnec n.Sáz.,žel.st.;49.90406;14.58671
20260603_210241_L550;20260603_210241;03.06.2026;20:18:00;550;78;7894;42;U6757Z1;Vlašim,žel.st.;49.7008;14.89721
20260603_210241_L384;20260603_210241;03.06.2026;20:50:00;384;17;9866;12;U4979Z2;Hořovice,nám.B.Němcové;49.93437;14.01957
20260603_210241_L388;20260603_210241;03.06.2026;20:19:00;388;15;7755;40;U85Z1;Praha,Nádraží Veleslavín;50.09537;14.34573
20260603_210241_L339;20260603_210241;03.06.2026;20:52:00;339;14;9364;10;U1541Z1;Týnec n.Sáz.,žel.st.;49.89482;14.61295
20260603_210641_L339;20260603_210641;03.06.2026;20:55:00;339;14;9364;10;U1543Z1;Týnec n.Sáz.,žel.st.;49.87611;14.62104
20260603_210641_L550;20260603_210641;03.06.2026;20:18:00;550;78;7894;46;U6757Z1;Vlašim,žel.st.;49.7008;14.89721
20260603_210641_L388;20260603_210641;03.06.2026;20:19:00;388;15;7755;44;U85Z1;Praha,Nádraží Veleslavín;50.0953;14.34568
20260603_211041_L550;20260603_211041;03.06.2026;20:18:00;550;78;7894;50;U6757Z1;Vlašim,žel.st.;49.7008;14.89721
20260603_211041_L384;20260603_211041;03.06.2026;20:58:00;384;17;9866;12;U9105Z2;Hořovice,nám.B.Němcové;49.91049;13.97577
20260603_211041_L339;20260603_211041;03.06.2026;20:59:00;339;14;9364;11;U1588Z1;Týnec n.Sáz.,žel.st.;49.86622;14.58947
20260603_211041_L598;20260603_211041;03.06.2026;20:55:00;598;2;7653;15;U6738Z2;Kněžice,Dubečno;50.25534;15.33613
20260603_211041_L388;20260603_211041;03.06.2026;20:19:00;388;15;7755;47;U85Z1;Praha,Nádraží Veleslavín;50.09619;14.34701
20260603_211442_L339;20260603_211442;03.06.2026;21:03:00;339;14;9364;11;U1590Z1;Týnec n.Sáz.,žel.st.;49.85265;14.59025
20260603_211442_L384;20260603_211442;03.06.2026;21:01:00;384;17;9866;11;U1229Z2;Hořovice,nám.B.Němcové;49.89356;13.94497
20260603_211442_L461;20260603_211442;03.06.2026;21:01:00;461;21;1627;12;U1539Z1;Kamenice,Kult.dům;49.90468;14.58701
20260603_211442_L550;20260603_211442;03.06.2026;20:18:00;550;78;7894;54;U6757Z1;Vlašim,žel.st.;49.7008;14.89721
