ID Záznamu;Timestamp;Den;Čas příjezdu;Linka;Oběh;Vozidlo;Zpoždění (min);Zastávka;Směr;Zeměpisná šířka (Lat);Zeměpisná délka (Lon)
20260522_231202_L316;20260522_231202;22.05.2026;23:01:00;316;1;8980;11;U1201Z2;Praha,Bořislavka;50.14575;14.33156
20260522_231603_L313;20260522_231603;22.05.2026;23:04:00;313;83;9776;10;U1618Z1;Černošice,žel.zast.;49.95684;14.30423
20260522_231603_L639;20260522_231603;22.05.2026;23:06:00;639;13;9546;10;U9849Z1;Hostomice,nám.;49.85208;14.03459
20260522_232004_L375;20260522_232004;22.05.2026;23:09:00;375;1;8297;11;U3257Z2;Brandýs n.L.-St.Bol.,Žel.st.;50.19785;14.67829
20260522_232004_L313;20260522_232004;22.05.2026;23:06:00;313;83;9776;12;U1617Z2;Černošice,žel.zast.;49.95864;14.32087
20260522_232405_L639;20260522_232405;22.05.2026;23:12:00;639;13;9546;11;U9813Z2;Hostomice,nám.;49.83265;14.03069
20260522_232405_L313;20260522_232405;22.05.2026;23:06:00;313;83;9776;16;U1617Z2;Černošice,žel.zast.;49.95864;14.32088
20260522_232807_L313;20260522_232807;22.05.2026;23:06:00;313;83;9776;20;U1617Z2;Černošice,žel.zast.;49.95864;14.32087
20260522_232807_L419;20260522_232807;22.05.2026;23:14:00;419;88;9619;11;U1616Z2;Karlík;49.95455;14.32066
20260522_232807_L714;20260522_232807;22.05.2026;23:17:00;714;11;1816;10;U6319Z1;Dobšín;50.50291;15.11038
20260522_232807_L356;20260522_232807;22.05.2026;23:15:00;356;31;8824;13;U157Z5;Statenice;50.09868;14.36439
20260522_233208_L313;20260522_233208;22.05.2026;23:06:00;313;83;9776;23;U1617Z2;Černošice,žel.zast.;49.95864;14.32087
20260522_233208_L419;20260522_233208;22.05.2026;23:19:00;419;88;9619;12;U1623Z1;Karlík;49.9457;14.30429
20260522_233208_L714;20260522_233208;22.05.2026;23:22:00;714;11;1816;10;U6301Z1;Dobšín;50.49014;15.11204
20260522_233208_L356;20260522_233208;22.05.2026;23:18:00;356;31;8824;14;U199Z1;Statenice;50.10778;14.35366
20260522_233609_L170;20260522_233609;22.05.2026;23:26:00;170;4;3821;10;U1030Z3P;Pražská čtvrť;50.03359;14.37414
20260522_233609_L313;20260522_233609;22.05.2026;23:06:00;313;83;9776;27;U1617Z2;Černošice,žel.zast.;49.95864;14.32087
20260522_233609_L419;20260522_233609;22.05.2026;23:25:00;419;88;9619;10;U1625Z1;Karlík;49.92992;14.27428
20260522_233609_L663;20260522_233609;22.05.2026;23:26:00;663;12;8003;10;U2236Z3;Odolena Voda,Dolní náměstí;50.24001;14.31262
20260522_234010_L313;20260522_234010;22.05.2026;23:06:00;313;83;9776;31;U1617Z2;Černošice,žel.zast.;49.95864;14.32087
20260522_234010_L356;20260522_234010;22.05.2026;23:26:00;356;31;8824;14;U7011Z1;Statenice;50.13827;14.33608
20260522_234010_L427;20260522_234010;22.05.2026;23:29:00;427;3;11611;11;U31050Z13;Mimoň,Žitavská;50.66176;14.72202
20260522_234010_L639;20260522_234010;22.05.2026;23:27:00;639;13;9546;11;U9849Z1;Hořovice,Valdek;49.85012;14.02307
20260522_234410_L313;20260522_234410;22.05.2026;23:06:00;313;83;9776;35;U1617Z2;Černošice,žel.zast.;49.95863;14.32087
20260522_234410_L356;20260522_234410;22.05.2026;23:29:00;356;31;8824;15;U1212Z1;Statenice;50.14393;14.32401
20260522_234410_L427;20260522_234410;22.05.2026;23:29:00;427;3;11611;15;U31050Z13;Mimoň,Žitavská;50.66175;14.72202
20260522_234410_L639;20260522_234410;22.05.2026;23:30:00;639;13;9546;11;U2916Z1;Hořovice,Valdek;49.86791;13.99926
20260522_234812_L639;20260522_234812;22.05.2026;23:36:00;639;13;9546;11;U9842Z2;Hořovice,Valdek;49.85158;13.97832
20260522_234812_L427;20260522_234812;22.05.2026;23:29:00;427;3;11611;19;U31050Z13;Mimoň,Žitavská;50.66174;14.72202
20260522_235212_L427;20260522_235212;22.05.2026;23:29:00;427;3;11611;21;U31050Z13;Mimoň,Žitavská;50.66174;14.72202
20260522_235212_L639;20260522_235212;22.05.2026;23:40:00;639;13;9546;11;U7179Z2;Hořovice,Valdek;49.84096;13.92791
20260522_235612_L639;20260522_235612;22.05.2026;23:46:00;639;13;9546;10;U9618Z5;Hořovice,Valdek;49.83404;13.90222
20260523_000013_L650;20260523_000013;22.05.2026;23:22:00;650;22;12536;33;U31430Z1;Mšené-lázně,U Kapličky;50.36531;14.12489
