ID Záznamu;Timestamp;Den;Čas příjezdu;Linka;Oběh;Vozidlo;Zpoždění (min);Zastávka;Směr;Zeměpisná šířka (Lat);Zeměpisná délka (Lon)
20260605_105634_L430;20260605_105634;05.06.2026;09:55:00;430;4;8568;58;U2467Z1;Lipník;50.24793;14.91931
20260605_105634_L373;20260605_105634;05.06.2026;10:28:00;373;1;4180;24;U2222Z1;Veliká Ves;50.23929;14.43547
20260605_105634_L641;20260605_105634;05.06.2026;10:39:00;641;17;9449;17;U9856Z2;Hořovice,nemocnice;49.86573;13.93329
20260605_105634_L101;20260605_105634;05.06.2026;10:46:00;101;2;2323;11;U518Z3P;Skalka;50.07658;14.45882
20260605_105634_L136;20260605_105634;05.06.2026;10:44:00;136;32;5101;12;U855Z1P;Jižní Město;50.07448;14.46388
20260605_105634_L405;20260605_105634;05.06.2026;10:20:00;405;63;1420;12;U31013Z7;Špindlerův Mlýn,aut.st.;50.45682;15.4834
20260605_105634_L467;20260605_105634;05.06.2026;10:46:00;467;5;8116;10;U4441Z1;Roudnice n.L.,ČSAD;50.37149;14.39984
20260605_105634_L653;20260605_105634;05.06.2026;09:55:00;653;27;1619;61;U2090Z1;Kaliště,Poddubí;49.87663;14.75896
20260605_105634_L399;20260605_105634;05.06.2026;10:41:00;399;3;1296;15;U4318Z1;Kladno,Energie;50.12727;14.11932
20260605_105634_L399;20260605_105634;05.06.2026;10:41:00;399;1;1295;15;U4313Z7;Praha,Nádraží Veleslavín;50.14447;14.09298
20260605_105634_L400;20260605_105634;05.06.2026;10:34:00;400;5;11656;12;U1793Z1;Praha,Střížkov;50.31892;14.5086
20260605_105634_L415;20260605_105634;05.06.2026;09:56:00;415;4;12433;60;U31988Z1;Kadaň,aut.nádr.;50.24096;13.57862
20260605_105634_L415;20260605_105634;05.06.2026;10:13:00;415;1;12425;41;U6322Z2;Praha,Zličín;50.19633;13.65412
20260605_105634_L429;20260605_105634;05.06.2026;10:05:00;429;19;8883;50;U2124Z1;Unhošť,Nám.;50.1076;14.2138
20260605_105634_L324;20260605_105634;05.06.2026;10:41:00;324;20;8972;10;U4315Z2;Praha,Zličín;50.14929;14.18176
20260605_105634_L381;20260605_105634;05.06.2026;10:45:00;381;3;1676;11;U2016Z1;Čáslav,obchodní centrum;49.99389;14.86103
20260605_105634_L382;20260605_105634;05.06.2026;10:42:00;382;20;9937;13;U336Z1;Sázava,aut.st.;50.0298;14.60487
20260605_105634_L389;20260605_105634;05.06.2026;10:37:00;389;17;7756;18;U4858Z1;Chomutov,žel.st.;50.35691;13.7836
20260605_105634_L389;20260605_105634;05.06.2026;10:38:00;389;13;7751;17;U4775Z1;Hořešovice;50.22676;14.10298
20260605_105634_L300;20260605_105634;05.06.2026;10:37:00;300;11;8997;14;U4306Z2;Praha,Nádraží Veleslavín;50.15021;14.17791
20260605_105634_L300;20260605_105634;05.06.2026;10:27:00;300;2;8955;29;U4306Z1;Kladno,u kostela;50.1358;14.12488
20260605_105634_L589;20260605_105634;05.06.2026;09:55:00;589;8;7762;59;U4858Z1;Louny,ČSAD;50.35558;13.77893
20260605_105634_L740;20260605_105634;05.06.2026;10:42:00;740;21;7621;14;U7320Z11;Čáslav,žel.st.;49.91199;15.39692
20260605_105634_L628;20260605_105634;05.06.2026;10:44:00;628;25;8741;12;U9322Z1;Kladno,autobusové nádraží;50.20601;13.89671
20260605_105634_L640;20260605_105634;05.06.2026;09:42:00;640;29;9553;72;U9810Z1;Hostomice,nám.;49.8258;14.04492
20260605_105634_L136;20260605_105634;05.06.2026;10:44:00;136;1;5539;12;U69Z2P;Jižní Město;50.08891;14.46089
20260605_110035_L373;20260605_110035;05.06.2026;10:28:00;373;1;4180;30;U2222Z1;Veliká Ves;50.23318;14.41129
20260605_110035_L136;20260605_110035;05.06.2026;10:49:00;136;32;5101;12;U680Z3P;Jižní Město;50.06889;14.46907
20260605_110035_L101;20260605_110035;05.06.2026;10:48:00;101;2;2323;10;U855Z1P;Skalka;50.07254;14.45769
20260605_110035_L136;20260605_110035;05.06.2026;10:46:00;136;1;5539;13;U743Z2P;Jižní Město;50.08297;14.45867
20260605_110035_L640;20260605_110035;05.06.2026;09:42:00;640;29;9553;76;U9810Z1;Hostomice,nám.;49.8258;14.04492
20260605_110035_L324;20260605_110035;05.06.2026;10:49:00;324;20;8972;11;U4304Z1;Praha,Zličín;50.15146;14.18124
20260605_110035_L382;20260605_110035;05.06.2026;10:45:00;382;20;9937;13;U2137Z1;Sázava,aut.st.;50.01659;14.63595
20260605_110035_L628;20260605_110035;05.06.2026;10:48:00;628;25;8741;12;U9325Z2;Kladno,autobusové nádraží;50.19617;13.90991
20260605_110035_L589;20260605_110035;05.06.2026;09:55:00;589;8;7762;63;U4858Z1;Louny,ČSAD;50.35558;13.77893
20260605_110035_L740;20260605_110035;05.06.2026;10:42:00;740;21;7621;18;U7320Z11;Čáslav,žel.st.;49.91196;15.39696
20260605_110035_L467;20260605_110035;05.06.2026;10:47:00;467;5;8116;11;U4728Z1;Roudnice n.L.,ČSAD;50.38176;14.35133
20260605_110035_L653;20260605_110035;05.06.2026;09:55:00;653;27;1619;65;U2090Z1;Kaliště,Poddubí;49.87662;14.75894
20260605_110035_L399;20260605_110035;05.06.2026;10:46:00;399;3;1296;14;U4310Z1;Kladno,Energie;50.13653;14.10367
20260605_110035_L415;20260605_110035;05.06.2026;09:56:00;415;4;12433;64;U31988Z1;Kadaň,aut.nádr.;50.24096;13.57862
20260605_110436_L628;20260605_110436;05.06.2026;10:51:00;628;25;8741;12;U9340Z2;Kladno,autobusové nádraží;50.18215;13.92288
20260605_110436_L136;20260605_110436;05.06.2026;10:50:00;136;1;5539;14;U118Z4P;Jižní Město;50.07811;14.46074
20260605_110436_L101;20260605_110436;05.06.2026;10:53:00;101;2;2323;11;U67Z8P;Skalka;50.06922;14.46044
20260605_110436_L136;20260605_110436;05.06.2026;10:54:00;136;2;5514;10;U69Z2P;Jižní Město;50.08899;14.46084
20260605_110436_L405;20260605_110436;05.06.2026;10:51:00;405;63;1420;13;U31014Z4;Špindlerův Mlýn,aut.st.;50.49536;15.51796
20260605_110436_L136;20260605_110436;05.06.2026;10:53:00;136;32;5101;12;U183Z3P;Jižní Město;50.05669;14.47131
20260605_110436_L399;20260605_110436;05.06.2026;10:48:00;399;3;1296;14;U3094Z1;Kladno,Energie;50.14555;14.09521
20260605_110436_L415;20260605_110436;05.06.2026;09:56:00;415;4;12433;67;U31988Z1;Kadaň,aut.nádr.;50.24096;13.57862
20260605_110436_L401;20260605_110436;05.06.2026;10:53:00;401;69;7875;10;U2139Z1;Praha,Roztyly;49.80029;14.67998
20260605_110436_L653;20260605_110436;05.06.2026;09:55:00;653;27;1619;68;U2090Z1;Kaliště,Poddubí;49.87666;14.75891
20260605_110436_L589;20260605_110436;05.06.2026;09:55:00;589;8;7762;67;U4858Z1;Louny,ČSAD;50.35558;13.77893
20260605_110436_L491;20260605_110436;05.06.2026;10:54:00;491;21;8587;10;U1416Z3;Český Brod,žel.st.;50.07206;14.8568
20260605_110436_L740;20260605_110436;05.06.2026;10:42:00;740;21;7621;22;U7320Z11;Čáslav,žel.st.;49.91197;15.39691
20260605_110436_L640;20260605_110436;05.06.2026;09:42:00;640;29;9553;80;U9810Z1;Hostomice,nám.;49.8258;14.04493
20260605_110436_L467;20260605_110436;05.06.2026;10:51:00;467;5;8116;11;U4712Z1;Roudnice n.L.,ČSAD;50.40196;14.3093
20260605_110436_L300;20260605_110436;05.06.2026;10:48:00;300;11;8997;16;U4302Z51;Praha,Nádraží Veleslavín;50.14588;14.2012
20260605_110436_L324;20260605_110436;05.06.2026;10:52:00;324;20;8972;12;U4302Z51;Praha,Zličín;50.14616;14.20299
20260605_110436_L382;20260605_110436;05.06.2026;10:50:00;382;20;9937;13;U1885Z1;Sázava,aut.st.;50.00214;14.66192
20260605_110836_L628;20260605_110836;05.06.2026;10:55:00;628;25;8741;10;U9338Z1;Kladno,autobusové nádraží;50.18883;13.96397
20260605_110836_L412;20260605_110836;05.06.2026;10:55:00;412;42;9902;11;U31000Z2;Praha,Černý Most;50.45919;15.13721
20260605_110836_L740;20260605_110836;05.06.2026;10:42:00;740;21;7621;26;U7320Z11;Čáslav,žel.st.;49.91203;15.39679
20260605_110836_L399;20260605_110836;05.06.2026;10:53:00;399;1;1295;15;U4317Z2;Praha,Nádraží Veleslavín;50.12818;14.12907
20260605_110836_L324;20260605_110836;05.06.2026;10:54:00;324;20;8972;11;U4301Z2;Praha,Zličín;50.13136;14.25714
20260605_110836_L399;20260605_110836;05.06.2026;10:56:00;399;3;1296;12;U3095Z1;Kladno,Energie;50.14094;14.06944
20260605_110836_L415;20260605_110836;05.06.2026;09:56:00;415;4;12433;71;U31988Z1;Kadaň,aut.nádr.;50.24096;13.57862
20260605_110836_L589;20260605_110836;05.06.2026;09:55:00;589;8;7762;71;U4858Z1;Louny,ČSAD;50.35559;13.77894
20260605_110836_L662;20260605_110836;05.06.2026;10:56:00;662;8;8108;11;U2422Z2;Kounice;50.10467;14.83319
20260605_110836_L640;20260605_110836;05.06.2026;09:42:00;640;29;9553;84;U9810Z1;Hostomice,nám.;49.8258;14.04494
20260605_110836_L653;20260605_110836;05.06.2026;09:55:00;653;27;1619;72;U2090Z1;Kaliště,Poddubí;49.87665;14.75892
20260605_110836_L467;20260605_110836;05.06.2026;10:56:00;467;5;8116;11;U4714Z1;Roudnice n.L.,ČSAD;50.41604;14.27634
20260605_110836_L434;20260605_110836;05.06.2026;10:55:00;434;10;8570;11;U2476Z1;Benátky n.Jiz.,aut.st.;50.2709;14.83372
20260605_110836_L136;20260605_110836;05.06.2026;10:54:00;136;1;5539;14;U855Z1P;Jižní Město;50.07445;14.46389
20260605_110836_L382;20260605_110836;05.06.2026;10:53:00;382;20;9937;14;U1878Z1;Sázava,aut.st.;49.99898;14.6683
20260605_110836_L136;20260605_110836;05.06.2026;10:56:00;136;2;5514;10;U743Z2P;Jižní Město;50.08292;14.45849
20260605_110836_L101;20260605_110836;05.06.2026;10:55:00;101;2;2323;12;U269Z6P;Skalka;50.06883;14.468
20260605_110836_L136;20260605_110836;05.06.2026;10:57:00;136;32;5101;11;U322Z3P;Jižní Město;50.04554;14.48474
20260605_111237_L653;20260605_111237;05.06.2026;09:55:00;653;27;1619;75;U2090Z1;Kaliště,Poddubí;49.8753;14.76011
20260605_111237_L101;20260605_111237;05.06.2026;10:59:00;101;2;2323;13;U37Z1P;Skalka;50.06108;14.46945
20260605_111237_L399;20260605_111237;05.06.2026;10:56:00;399;1;1295;16;U4315Z2;Praha,Nádraží Veleslavín;50.13853;14.13946
20260605_111237_L382;20260605_111237;05.06.2026;10:53:00;382;20;9937;18;U1878Z1;Sázava,aut.st.;49.99813;14.67125
20260605_111237_L405;20260605_111237;05.06.2026;10:59:00;405;63;1420;13;U31015Z1;Špindlerův Mlýn,aut.st.;50.52616;15.57456
20260605_111237_L467;20260605_111237;05.06.2026;10:58:00;467;5;8116;12;U4715Z1;Roudnice n.L.,ČSAD;50.42312;14.26008
20260605_111237_L400;20260605_111237;05.06.2026;11:01:00;400;57;1086;11;U31352Z1;Nový Bor,aut.nádr.;50.63386;14.53598
20260605_111237_L401;20260605_111237;05.06.2026;11:01:00;401;73;7920;10;U6487Z1;Miličín;49.58377;14.66266
20260605_111237_L415;20260605_111237;05.06.2026;09:56:00;415;4;12433;76;U31988Z1;Kadaň,aut.nádr.;50.24096;13.57862
20260605_111237_L740;20260605_111237;05.06.2026;10:42:00;740;21;7621;30;U7320Z11;Čáslav,žel.st.;49.91194;15.39683
20260605_111237_L640;20260605_111237;05.06.2026;09:42:00;640;29;9553;88;U9810Z1;Hostomice,nám.;49.8258;14.04494
20260605_111237_L628;20260605_111237;05.06.2026;10:59:00;628;25;8741;11;U9277Z1;Kladno,autobusové nádraží;50.19562;13.97135
20260605_111237_L589;20260605_111237;05.06.2026;09:55:00;589;8;7762;75;U4858Z1;Louny,ČSAD;50.35559;13.77894
20260605_111237_L136;20260605_111237;05.06.2026;10:59:00;136;1;5539;13;U680Z3P;Jižní Město;50.06836;14.46932
20260605_111237_L136;20260605_111237;05.06.2026;10:58:00;136;2;5514;12;U516Z3P;Jižní Město;50.0791;14.46052
20260605_111237_L136;20260605_111237;05.06.2026;11:00:00;136;32;5101;11;U181Z1P;Jižní Město;50.03946;14.49054
20260605_111638_L323;20260605_111638;05.06.2026;11:04:00;323;16;8848;12;U4406Z1;Koleč,zámek;50.19413;14.25334
20260605_111638_L640;20260605_111638;05.06.2026;09:42:00;640;29;9553;92;U9810Z1;Hostomice,nám.;49.82581;14.04494
20260605_111638_L384;20260605_111638;05.06.2026;11:05:00;384;23;9890;11;U9006Z1;Praha,Zličín;49.93804;14.01949
20260605_111638_L136;20260605_111638;05.06.2026;11:04:00;136;32;5101;11;U106Z2P;Jižní Město;50.02752;14.50775
20260605_111638_L717;20260605_111638;05.06.2026;11:03:00;717;36;8665;11;U3253Z1;Mnichovo Hradiště,dopravní terminál;50.51869;14.97324
20260605_111638_L101;20260605_111638;05.06.2026;11:05:00;101;2;2323;11;U825Z2P;Skalka;50.05438;14.48874
20260605_111638_L400;20260605_111638;05.06.2026;11:04:00;400;57;1086;10;U31353Z1;Nový Bor,aut.nádr.;50.66767;14.54309
20260605_111638_L405;20260605_111638;05.06.2026;11:02:00;405;63;1420;14;U31016Z1;Špindlerův Mlýn,aut.st.;50.54965;15.55441
20260605_111638_L628;20260605_111638;05.06.2026;11:06:00;628;25;8741;10;U2898Z1;Kladno,autobusové nádraží;50.16377;13.98785
20260605_111638_L580;20260605_111638;05.06.2026;11:06:00;580;30;7685;10;U3143Z1;Rakovník,aut.st.;50.17087;13.74079
20260605_111638_L740;20260605_111638;05.06.2026;10:42:00;740;21;7621;34;U7320Z11;Čáslav,žel.st.;49.91194;15.39683
20260605_111638_L589;20260605_111638;05.06.2026;09:55:00;589;8;7762;79;U4858Z1;Louny,ČSAD;50.35559;13.77893
20260605_111638_L467;20260605_111638;05.06.2026;11:04:00;467;5;8116;12;U9878Z1;Roudnice n.L.,ČSAD;50.42349;14.24829
20260605_111638_L401;20260605_111638;05.06.2026;11:03:00;401;61;7774;11;U6438Z4;Praha,Roztyly;49.59658;14.66174
20260605_111638_L415;20260605_111638;05.06.2026;09:56:00;415;4;12433;80;U31988Z1;Kadaň,aut.nádr.;50.24096;13.57862
20260605_111638_L389;20260605_111638;05.06.2026;11:00:00;389;13;7751;16;U9229Z2;Hořešovice;50.25882;14.00491
20260605_111638_L324;20260605_111638;05.06.2026;11:04:00;324;20;8972;12;U416Z2;Praha,Zličín;50.10082;14.28902
20260605_111638_L136;20260605_111638;05.06.2026;11:04:00;136;1;5539;12;U751Z2P;Jižní Město;50.05302;14.47433
20260605_111638_L136;20260605_111638;05.06.2026;11:02:00;136;2;5514;14;U518Z3P;Jižní Město;50.0759;14.45913
20260605_111638_L535;20260605_111638;05.06.2026;11:02:00;535;28;7617;12;U6018Z1;Kolín,nádraží;50.0243;15.21349
20260605_111638_L568;20260605_111638;05.06.2026;11:04:00;568;73;7920;11;U6438Z5;Mezno;49.5709;14.66436
20260605_112038_L580;20260605_112038;05.06.2026;11:10:00;580;30;7685;10;U3390Z1;Rakovník,aut.st.;50.14779;13.74166
